Users of this data file should acknowledge the National Park Service.
NOTE: There are two parts to this file. Part I contains information on the sites selected.
Part II contains the actual data and begins on line 70.

Part I - Site Information
ABBR,AIRS_SITE_CODE,TIME_ZONE,LONG_DEC,LAT_DEC,ELEV_mMSL,SITE_NAME
GRSM-PK,37-087-0036,EST,-83.0775,35.5900,1500,Great Smoky Mountains National Park - Purchase Knob
GRTE-SS,56-039-0008,MST,-110.5994,43.6708,2105,Grand Teton National Park - Science School
HAVO-OB,15-001-0007,HST,-155.2881,19.4203,1215,Hawaii Volcanoes National Park - Observatory / Jaggar Museum
HAVO-VC,15-001-0005,HST,-155.2578,19.4308,1215,Hawaii Volcanoes National Park - Visitor Center
INDU-AB,18-089-0022,,-87.3047,41.5733,187,Indiana Dunes National Lakeshore - Ammunition Bunker
INDU-WT,18-127-0024,,-87.1992,41.6175,183,Indiana Dunes National Lakeshore - Water Treatment Plant
JOTR-BR,06-071-9002,PST,-116.3906,34.0714,1244,Joshua Tree National Park - Black Rock
JOTR-CC,06-065-0008,PST,-115.8206,33.7411,984,Joshua Tree National Park - Cottonwood Canyon
JOTR-PW,06-065-1004,PST,-115.4108,33.9397,326,Joshua Tree National Park - Pinto Wells
KIMO-RS,45-021-0004,EST,,35.1456,340,Kings Mountain National Military Park - RAWS Station
LAVO-ML,06-089-3003,PST,-121.5764,40.5403,1756,Lassen Volcanic National Park - Manzanita Lake Fire Stn.
MACA-HM,21-061-0501,CST,-86.1481,37.1317,258,Mammoth Cave National Park - Houchin Meadow
MEEK-PS,08-103-0005,MST,-107.8475,40.0039,1994,Meeker - Plant Science
MEVE-RM,08-083-0101,MST,-108.4903,37.1983,2165,Mesa Verde National Park - Resource Management Area
MIIN-MB,16-053-0003,MST,-114.2525,42.6800,1223,Minidoka National Historic Site - Maintenance Building
MOJA-KM,06-071-1001,PST,-115.7767,35.1019,1212,Mojave National Preserve - Kelso Mountains
MORA-JV,53-053-0012,PST,-121.7378,46.7853,1615,Mount Rainier National Park - Jackson Visitor's Center
PEFO-SE,04-017-0119,MST,-109.8919,34.8225,1723,Petrified Forest National Park - South Entrance
PINN-ES,06-069-0003,PST,-121.1556,36.4850,335,Pinnacles National Park - SW of East Entrance Stn.
RANG-GC,08-103-0006,MST,-108.7614,40.0869,1655,Rangely - Golf Course
ROMO-LP,08-069-0007,MST,-105.5453,40.2778,2742,Rocky Mountain National Park - Longs Peak
SAGU-EA,04-019-0021,,-110.7364,32.1744,938,Saguaro National Park - East
SARA-ST,36-091-0004,,-73.6489,43.0122,120,Saratoga National Historical Park - Stillwater
SEKI-AS,06-107-0009,PST,-118.8269,36.4894,457,Sequoia and Kings Canyon National Parks - Ash Mountain
SEKI-LK,06-107-0006,PST,-118.7772,36.5658,1890,Sequoia and Kings Canyon National Parks - Lower Kaweah
SHEN-BM,51-113-0003,EST,-78.4347,38.5231,1072,Shenandoah National Park - Big Meadows
STRI-BF,--,,-86.4353,35.8814,176,Stones River National Battlefield - Beasley Field
THRO-VC,38-007-0002,MST,-103.3778,46.8947,850,Theodore Roosevelt National Park - Painted Cany. VC
VOYA-SB,27-137-0034,CST,-92.8292,48.4128,429,Voyageurs National Park - Sullivan Bay
WICA-VC,46-033-0132,MST,-103.4839,43.5578,1292,Wind Cave National Park - Visitor Center
YELL-OS,56-039-1013,MST,-110.8308,44.3731,2230,Yellowstone National Park - Old Faithful Snow Lodge
YELL-WS,30-031-0017,MST,-111.0894,44.6569,2030,Yellowstone National Park - West Entrance
NOTE: Data for YELL-WS prior to 8/1/15 were collected and QC'd by the State of Montana. Data from 8/1/15 on belong to the NPS ARD.
YELL-WT,56-039-1011,MST,-110.4006,44.5597,2400,Yellowstone National Park - Water Tank
YOSE-TD,06-043-0003,PST,-119.7061,37.7133,1605,Yosemite National Park - Turtleback Dome
YOSE-VI,06-043-1001,PST,-119.6028,37.7458,1216,Yosemite National Park - Yosemite Village
ZION-DW,49-053-0130,MST,-113.1506,37.1983,1213,Zion National Park - Dalton's Wash

Part II - Data
DATE_TIME,ACAD-CM_O3_PPB,ACAD-CM_PM2_5B_UG_M3_LC,ACAD-CM_TMP_DEGC,ACAD-CM_RNF_MM_HR,ACAD-CM_SOL_W_M2,ACAD-MH_O3_PPB,ACAD-MH_PM2_5B_UG_M3_LC,ACAD-MH_TMP_DEGC,ACAD-MH_RNF_MM_HR,ACAD-MH_SOL_W_M2,BADL-VC_O3_PPB,BADL-VC_PM2_5B_UG_M3_LC,BADL-VC_TMP_DEGC,BADL-VC_RNF_MM_HR,BADL-VC_SOL_W_M2,BIBE-KB_O3_PPB,BIBE-KB_PM2_5B_UG_M3_LC,BIBE-KB_TMP_DEGC,BIBE-KB_RNF_MM_HR,BIBE-KB_SOL_W_M2,CACO-XX_O3_PPB,CACO-XX_PM2_5B_UG_M3_LC,CACO-XX_TMP_DEGC,CACO-XX_RNF_MM_HR,CACO-XX_SOL_W_M2,CANY-IS_O3_PPB,CANY-IS_PM2_5B_UG_M3_LC,CANY-IS_TMP_DEGC,CANY-IS_RNF_MM_HR,CANY-IS_SOL_W_M2,CAVE-MA_O3_PPB,CAVE-MA_PM2_5B_UG_M3_LC,CAVE-MA_TMP_DEGC,CAVE-MA_RNF_MM_HR,CAVE-MA_SOL_W_M2,CHAM-XX_O3_PPB,CHAM-XX_PM2_5B_UG_M3_LC,CHAM-XX_TMP_DEGC,CHAM-XX_RNF_MM_HR,CHAM-XX_SOL_W_M2,CHCH-LM_O3_PPB,CHCH-LM_PM2_5B_UG_M3_LC,CHCH-LM_TMP_DEGC,CHCH-LM_RNF_MM_HR,CHCH-LM_SOL_W_M2,CHIR-ES_O3_PPB,CHIR-ES_PM2_5B_UG_M3_LC,CHIR-ES_TMP_DEGC,CHIR-ES_RNF_MM_HR,CHIR-ES_SOL_W_M2,COSW-BL_O3_PPB,COSW-BL_PM2_5B_UG_M3_LC,COSW-BL_TMP_DEGC,COSW-BL_RNF_MM_HR,COSW-BL_SOL_W_M2,CRMO-VC_O3_PPB,CRMO-VC_PM2_5B_UG_M3_LC,CRMO-VC_TMP_DEGC,CRMO-VC_RNF_MM_HR,CRMO-VC_SOL_W_M2,DENA-HQ_O3_PPB,DENA-HQ_PM2_5B_UG_M3_LC,DENA-HQ_TMP_DEGC,DENA-HQ_RNF_MM_HR,DENA-HQ_SOL_W_M2,DEVA-PV_O3_PPB,DEVA-PV_PM2_5B_UG_M3_LC,DEVA-PV_TMP_DEGC,DEVA-PV_RNF_MM_HR,DEVA-PV_SOL_W_M2,DINO-WE_O3_PPB,DINO-WE_PM2_5B_UG_M3_LC,DINO-WE_TMP_DEGC,DINO-WE_RNF_MM_HR,DINO-WE_SOL_W_M2,EVER-BC_O3_PPB,EVER-BC_PM2_5B_UG_M3_LC,EVER-BC_TMP_DEGC,EVER-BC_RNF_MM_HR,EVER-BC_SOL_W_M2,EVER-CR_O3_PPB,EVER-CR_PM2_5B_UG_M3_LC,EVER-CR_TMP_DEGC,EVER-CR_RNF_MM_HR,EVER-CR_SOL_W_M2,FOLA-NB_O3_PPB,FOLA-NB_PM2_5B_UG_M3_LC,FOLA-NB_TMP_DEGC,FOLA-NB_RNF_MM_HR,FOLA-NB_SOL_W_M2,GLAC-WG_O3_PPB,GLAC-WG_PM2_5B_UG_M3_LC,GLAC-WG_TMP_DEGC,GLAC-WG_RNF_MM_HR,GLAC-WG_SOL_W_M2,GRBA-MY_O3_PPB,GRBA-MY_PM2_5B_UG_M3_LC,GRBA-MY_TMP_DEGC,GRBA-MY_RNF_MM_HR,GRBA-MY_SOL_W_M2,GRCA-AS_O3_PPB,GRCA-AS_PM2_5B_UG_M3_LC,GRCA-AS_TMP_DEGC,GRCA-AS_RNF_MM_HR,GRCA-AS_SOL_W_M2,GRSM-CC_O3_PPB,GRSM-CC_PM2_5B_UG_M3_LC,GRSM-CC_TMP_DEGC,GRSM-CC_RNF_MM_HR,GRSM-CC_SOL_W_M2,GRSM-CD_O3_PPB,GRSM-CD_PM2_5B_UG_M3_LC,GRSM-CD_TMP_DEGC,GRSM-CD_RNF_MM_HR,GRSM-CD_SOL_W_M2,GRSM-CM_O3_PPB,GRSM-CM_PM2_5B_UG_M3_LC,GRSM-CM_TMP_DEGC,GRSM-CM_RNF_MM_HR,GRSM-CM_SOL_W_M2,GRSM-LR_O3_PPB,GRSM-LR_PM2_5B_UG_M3_LC,GRSM-LR_TMP_DEGC,GRSM-LR_RNF_MM_HR,GRSM-LR_SOL_W_M2,GRSM-PK_O3_PPB,GRSM-PK_PM2_5B_UG_M3_LC,GRSM-PK_TMP_DEGC,GRSM-PK_RNF_MM_HR,GRSM-PK_SOL_W_M2,GRTE-SS_O3_PPB,GRTE-SS_PM2_5B_UG_M3_LC,GRTE-SS_TMP_DEGC,GRTE-SS_RNF_MM_HR,GRTE-SS_SOL_W_M2,HAVO-OB_O3_PPB,HAVO-OB_PM2_5B_UG_M3_LC,HAVO-OB_TMP_DEGC,HAVO-OB_RNF_MM_HR,HAVO-OB_SOL_W_M2,HAVO-VC_O3_PPB,HAVO-VC_PM2_5B_UG_M3_LC,HAVO-VC_TMP_DEGC,HAVO-VC_RNF_MM_HR,HAVO-VC_SOL_W_M2,INDU-AB_O3_PPB,INDU-AB_PM2_5B_UG_M3_LC,INDU-AB_TMP_DEGC,INDU-AB_RNF_MM_HR,INDU-AB_SOL_W_M2,INDU-WT_O3_PPB,INDU-WT_PM2_5B_UG_M3_LC,INDU-WT_TMP_DEGC,INDU-WT_RNF_MM_HR,INDU-WT_SOL_W_M2,JOTR-BR_O3_PPB,JOTR-BR_PM2_5B_UG_M3_LC,JOTR-BR_TMP_DEGC,JOTR-BR_RNF_MM_HR,JOTR-BR_SOL_W_M2,JOTR-CC_O3_PPB,JOTR-CC_PM2_5B_UG_M3_LC,JOTR-CC_TMP_DEGC,JOTR-CC_RNF_MM_HR,JOTR-CC_SOL_W_M2,JOTR-PW_O3_PPB,JOTR-PW_PM2_5B_UG_M3_LC,JOTR-PW_TMP_DEGC,JOTR-PW_RNF_MM_HR,JOTR-PW_SOL_W_M2,KIMO-RS_O3_PPB,KIMO-RS_PM2_5B_UG_M3_LC,KIMO-RS_TMP_DEGC,KIMO-RS_RNF_MM_HR,KIMO-RS_SOL_W_M2,LAVO-ML_O3_PPB,LAVO-ML_PM2_5B_UG_M3_LC,LAVO-ML_TMP_DEGC,LAVO-ML_RNF_MM_HR,LAVO-ML_SOL_W_M2,MACA-HM_O3_PPB,MACA-HM_PM2_5B_UG_M3_LC,MACA-HM_TMP_DEGC,MACA-HM_RNF_MM_HR,MACA-HM_SOL_W_M2,MEEK-PS_O3_PPB,MEEK-PS_PM2_5B_UG_M3_LC,MEEK-PS_TMP_DEGC,MEEK-PS_RNF_MM_HR,MEEK-PS_SOL_W_M2,MEVE-RM_O3_PPB,MEVE-RM_PM2_5B_UG_M3_LC,MEVE-RM_TMP_DEGC,MEVE-RM_RNF_MM_HR,MEVE-RM_SOL_W_M2,MIIN-MB_O3_PPB,MIIN-MB_PM2_5B_UG_M3_LC,MIIN-MB_TMP_DEGC,MIIN-MB_RNF_MM_HR,MIIN-MB_SOL_W_M2,MOJA-KM_O3_PPB,MOJA-KM_PM2_5B_UG_M3_LC,MOJA-KM_TMP_DEGC,MOJA-KM_RNF_MM_HR,MOJA-KM_SOL_W_M2,MORA-JV_O3_PPB,MORA-JV_PM2_5B_UG_M3_LC,MORA-JV_TMP_DEGC,MORA-JV_RNF_MM_HR,MORA-JV_SOL_W_M2,PEFO-SE_O3_PPB,PEFO-SE_PM2_5B_UG_M3_LC,PEFO-SE_TMP_DEGC,PEFO-SE_RNF_MM_HR,PEFO-SE_SOL_W_M2,PINN-ES_O3_PPB,PINN-ES_PM2_5B_UG_M3_LC,PINN-ES_TMP_DEGC,PINN-ES_RNF_MM_HR,PINN-ES_SOL_W_M2,RANG-GC_O3_PPB,RANG-GC_PM2_5B_UG_M3_LC,RANG-GC_TMP_DEGC,RANG-GC_RNF_MM_HR,RANG-GC_SOL_W_M2,ROMO-LP_O3_PPB,ROMO-LP_PM2_5B_UG_M3_LC,ROMO-LP_TMP_DEGC,ROMO-LP_RNF_MM_HR,ROMO-LP_SOL_W_M2,SAGU-EA_O3_PPB,SAGU-EA_PM2_5B_UG_M3_LC,SAGU-EA_TMP_DEGC,SAGU-EA_RNF_MM_HR,SAGU-EA_SOL_W_M2,SARA-ST_O3_PPB,SARA-ST_PM2_5B_UG_M3_LC,SARA-ST_TMP_DEGC,SARA-ST_RNF_MM_HR,SARA-ST_SOL_W_M2,SEKI-AS_O3_PPB,SEKI-AS_PM2_5B_UG_M3_LC,SEKI-AS_TMP_DEGC,SEKI-AS_RNF_MM_HR,SEKI-AS_SOL_W_M2,SEKI-LK_O3_PPB,SEKI-LK_PM2_5B_UG_M3_LC,SEKI-LK_TMP_DEGC,SEKI-LK_RNF_MM_HR,SEKI-LK_SOL_W_M2,SHEN-BM_O3_PPB,SHEN-BM_PM2_5B_UG_M3_LC,SHEN-BM_TMP_DEGC,SHEN-BM_RNF_MM_HR,SHEN-BM_SOL_W_M2,STRI-BF_O3_PPB,STRI-BF_PM2_5B_UG_M3_LC,STRI-BF_TMP_DEGC,STRI-BF_RNF_MM_HR,STRI-BF_SOL_W_M2,THRO-VC_O3_PPB,THRO-VC_PM2_5B_UG_M3_LC,THRO-VC_TMP_DEGC,THRO-VC_RNF_MM_HR,THRO-VC_SOL_W_M2,VOYA-SB_O3_PPB,VOYA-SB_PM2_5B_UG_M3_LC,VOYA-SB_TMP_DEGC,VOYA-SB_RNF_MM_HR,VOYA-SB_SOL_W_M2,WICA-VC_O3_PPB,WICA-VC_PM2_5B_UG_M3_LC,WICA-VC_TMP_DEGC,WICA-VC_RNF_MM_HR,WICA-VC_SOL_W_M2,YELL-OS_O3_PPB,YELL-OS_PM2_5B_UG_M3_LC,YELL-OS_TMP_DEGC,YELL-OS_RNF_MM_HR,YELL-OS_SOL_W_M2,YELL-WS_O3_PPB,YELL-WS_PM2_5B_UG_M3_LC,YELL-WS_TMP_DEGC,YELL-WS_RNF_MM_HR,YELL-WS_SOL_W_M2,YELL-WT_O3_PPB,YELL-WT_PM2_5B_UG_M3_LC,YELL-WT_TMP_DEGC,YELL-WT_RNF_MM_HR,YELL-WT_SOL_W_M2,YOSE-TD_O3_PPB,YOSE-TD_PM2_5B_UG_M3_LC,YOSE-TD_TMP_DEGC,YOSE-TD_RNF_MM_HR,YOSE-TD_SOL_W_M2,ZION-DW_O3_PPB,ZION-DW_PM2_5B_UG_M3_LC,ZION-DW_TMP_DEGC,ZION-DW_RNF_MM_HR,ZION-DW_SOL_W_M2,
4/1/2016 12:00:00 AM,49,-999,-999,-999,-999,50,-999,10.7,0,0,34,-999,-999,-999,-999,49,-999,16.8,0,1,45,-999,13.9,-999,0,41,-999,2.6,0,1,-999,-999,-999,-999,-999,46.56,-999,9.5,-999,0,-999,-999,-999,-999,-999,42,-999,2.2,0,1,13,-999,-999,-999,-999,34,-999,0.9,-999,0,53,-999,4.5,0,0,-999,-999,23.4,-999,-999,28,-999,2.9,0,1,-999,-999,22.8,0,0,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,-999,-1.8,-999,0,33,-999,1,0,0,40,-999,3,0,5,34,-999,15.4,12,0,-999,-999,-999,-999,-999,37,-999,13.3,11.8,-999,41,-999,12.7,9.9,1,36,-999,-999,-999,-999,42,-999,-3.7,0,0,-999,-999,14,0.1,-999,-999,-999,-999,0,0,-999,-999,-999,-999,0,34,-999,-999,-999,-999,40,-999,7.3,0,0,43,-999,13.3,0,0,46,-999,17.4,0,0,-999,-999,-999,-999,-999,28,-999,0.9,0,0,39,-999,13.7,1.5,0,38,-999,-4.7,0,0,41,-999,0.6,0,2,-999,-999,3.9,-999,-999,-999,-999,-999,-999,-999,42,-999,-999,-999,-999,44,-999,5.4,-999,0,10,-999,4.5,0,2,25,-999,-1.7,0,0,47,-999,-7.1,0,0,46,-999,11,-999,0,44,-999,-999,-999,-999,25,-999,13.2,0,0,-999,-999,-999,-999,-999,44,-999,13.5,0,0,-999,-999,-999,-999,-999,35,-999,-3.1,0,0,38,-999,-1,0,0,38,-999,-999,-999,-999,-999,-1,-4.3,-999,-999,-999,-999,-1.8,-999,-999,45,-999,-5.8,0,0,33,-999,6.4,-999,-999,34,-999,8.4,0,0,
4/1/2016 1:00:00 AM,48,-999,-999,-999,-999,48,-999,10.6,0,0,37,-999,-999,-999,-999,47,-999,16.2,0,1,44,-999,13.9,-999,0,40,-999,2.5,0,1,-999,-999,-999,-999,-999,45.19,-999,8.7,-999,0,-999,-999,-999,-999,-999,42,-999,1.5,0,1,13,-999,-999,-999,-999,36,-999,0.8,-999,0,53,-999,5,0,0,-999,-999,23.4,-999,-999,27,-999,2.4,0,1,-999,-999,22.9,0,0,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-2.3,-999,0,33,-999,1,0,0,39,-999,2.7,0,3,35,-999,14.2,0.7,0,-999,-999,-999,-999,-999,46,-999,11.9,1,-999,42,-999,13.1,0.1,1,40,-999,-999,-999,-999,41,-999,-5.4,0,0,-999,-999,14.2,0,-999,-999,-999,-999,0,0,34,-999,-999,-999,0,34,-999,-999,-999,-999,41,-999,7.8,0,0,42,-999,13,0,0,47,-999,17.4,0,0,-999,-999,-999,-999,-999,26,-999,0.7,0,0,36,-999,13.8,0,0,38,-999,-5.6,0,0,40,-999,-0.2,0,2,-999,-999,2.5,-999,-999,-999,-999,-999,-999,-999,42,-999,-999,-999,-999,40,-999,3.7,-999,0,7,-999,3.5,0,2,26,-999,-1.9,0,0,48,-999,-7.1,0,0,47,-999,11,-999,0,44,-999,-999,-999,-999,26,-999,13.1,0,0,-999,-999,-999,-999,-999,43,-999,13,0,0,-999,-999,-999,-999,-999,35,-999,-3.8,0,0,38,-999,-1.4,0,0,-999,-999,-999,-999,-999,-999,3,-6.6,-999,-999,-999,-999,-2.9,-999,-999,44,-999,-5.8,0,0,34,-999,6.7,-999,-999,33,-999,7.7,0,0,
4/1/2016 2:00:00 AM,47,-999,-999,-999,-999,47,-999,10.6,0,0,35,-999,-999,-999,-999,47,-999,16.3,0,1,42,-999,13.9,-999,0,41,-999,2.8,0,1,-999,-999,-999,-999,-999,45.12,-999,8.2,-999,0,-999,-999,-999,-999,-999,42,-999,1.3,0,1,8,-999,-999,-999,-999,31,-999,-0.5,-999,0,54,-999,5.6,0,0,-999,-999,22.1,-999,-999,30,-999,2.6,0,1,-999,-999,22.8,0,0,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-2.5,-999,0,35,-999,1.8,0,0,39,-999,2.7,0,3,28,-999,13.9,0,0,-999,-999,-999,-999,-999,46,-999,14.2,0,-999,44,-999,13.6,0,1,41,-999,-999,-999,-999,41,-999,-6.5,0,0,-999,-999,13.4,0,-999,-999,-999,-999,0,0,31,-999,-999,-999,0,31,-999,-999,-999,-999,41,-999,9.6,0,0,41,-999,12.4,0,0,47,-999,17.4,0,0,-999,-999,-999,-999,-999,28,-999,0.7,0,0,-999,-999,13.4,0,0,40,-999,-5.9,0,0,41,-999,-0.7,0,2,-999,-999,2.3,-999,-999,-999,-999,-999,-999,-999,43,-999,-999,-999,-999,36,-999,2.4,-999,0,7,-999,2.7,0,2,24,-999,-2.4,0,0,47,-999,-8.1,0,0,47,-999,10.8,-999,0,43,-999,-999,-999,-999,27,-999,12.4,0,0,-999,-999,-999,-999,-999,42,-999,12.7,0,0,-999,-999,-999,-999,-999,34,-999,-4.1,0,0,39,-999,-2.1,0,0,-999,-999,-999,-999,-999,-999,-0.5,-8,-999,-999,-999,-999,-4,-999,-999,42,-999,-7.8,0,0,36,-999,7.1,-999,-999,33,-999,6.8,0,0,
4/1/2016 3:00:00 AM,45,-999,-999,-999,-999,45,-999,10.9,0,0,34,-999,-999,-999,-999,45,-999,15.5,0,1,42,-999,13.9,-999,0,43,-999,2,0,1,-999,-999,-999,-999,-999,42.98,-999,7.6,-999,0,-999,-999,-999,-999,-999,42,-999,1,0,1,3,-999,-999,-999,-999,33,-999,-1.2,-999,0,54,-999,5.1,0,0,-999,-999,21.1,-999,-999,28,-999,2.5,0,1,-999,-999,22.9,0,0,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-2.7,-999,0,32,-999,1.6,0,0,39,-999,2.7,0,2,23,-999,14.1,0.2,0,-999,-999,-999,-999,-999,46,-999,14.2,0,-999,41,-999,14.1,0.2,1,44,-999,-999,-999,-999,42,-999,-7,0,0,-999,-999,12.8,0,-999,-999,-999,-999,0.1,0,28,-999,-999,-999,0,28,-999,-999,-999,-999,41,-999,10.2,0,0,40,-999,12.3,0,0,46,-999,17.6,0,0,-999,-999,-999,-999,-999,28,-999,1,0,0,33,-999,12.9,0,0,35,-999,-6.9,0,0,42,-999,-1.1,0,2,-999,-999,1.6,-999,-999,-999,-999,-999,-999,-999,43,-999,-999,-999,-999,32,-999,1.2,-999,0,5,-999,1.9,0,2,23,-999,-3.4,0,0,46,-999,-7.4,0,0,46,-999,9.7,-999,0,41,-999,-999,-999,-999,27,-999,11.9,0,0,-999,-999,-999,-999,-999,42,-999,12.6,0,0,-999,-999,-999,-999,-999,34,-999,-4.2,0,0,39,-999,-2.6,0,0,-999,-999,-999,-999,-999,-999,6,-8.4,-999,-999,-999,-999,-5,-999,-999,41,-999,-8,0,0,36,-999,6.9,-999,-999,33,-999,7.8,0,0,
4/1/2016 4:00:00 AM,42,-999,-999,-999,-999,44,-999,11.1,0.2,0,32,-999,-999,-999,-999,43,-999,14.7,0,1,41,-999,13.9,-999,0,44,-999,1.5,0,1,-999,-999,-999,-999,-999,38.88,-999,7.2,-999,0,-999,-999,-999,-999,-999,42,-999,0.9,0,1,16,-999,-999,-999,-999,35,-999,-0.5,-999,0,53,-999,5.8,0,0,37,-999,21,-999,-999,29,-999,2.5,0,1,-999,-999,22.9,0,0,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-3,-999,0,30,-999,1.5,0,0,39,-999,2.4,0,3,25,-999,14.5,0.5,0,-999,-999,-999,-999,-999,47,-999,13.8,0.4,-999,43,-999,14.2,0.3,1,43,-999,-999,-999,-999,42,-999,-7.5,0,0,-999,-999,12.1,0,-999,-999,-999,-999,0,0,28,-999,-999,-999,0,27,-999,-999,-999,-999,42,-999,10.3,0,0,41,-999,13.3,0,0,46,-999,17.9,0,0,-999,-999,-999,-999,-999,31,-999,0.7,0,0,31,-999,12.5,0,0,36,-999,-7.7,0,0,43,-999,-1.5,0,2,-999,-999,1.3,-999,-999,-999,-999,-999,-999,-999,42,-999,-999,-999,-999,31,-999,0.7,-999,0,6,-999,1.9,0,1,20,-999,-3.4,0,0,47,-999,-7.2,0,0,43,-999,8.6,-999,0,40,-999,-999,-999,-999,28,-999,11.4,0,0,-999,-999,-999,-999,-999,43,-999,13.1,0,0,-999,-999,-999,-999,-999,34,-999,-4.2,0,0,38,-999,-3.6,0,0,-999,-999,-999,-999,-999,-999,0,-8.6,-999,-999,-999,-999,-4.3,-999,-999,41,-999,-8.5,0,0,35,-999,6.6,-999,-999,27,-999,5.5,0,0,
4/1/2016 5:00:00 AM,40,-999,-999,-999,-999,42,-999,11.8,0.2,1,32,-999,-999,-999,-999,42,-999,13.7,0,1,39,-999,13.9,-999,0,43,-999,0,0,1,-999,-999,-999,-999,-999,35.88,-999,7.4,-999,0.265,-999,-999,-999,-999,-999,41,-999,0.4,0,1,29,-999,-999,-999,-999,32,-999,-1.2,-999,0,53,-999,6.1,0,0,37,-999,21.1,-999,-999,23,-999,1.8,0,1,-999,-999,22.5,0,0,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-3.2,-999,0,37,-999,2.1,0,7,40,-999,2.6,0,3,24,-999,14.5,0,0,-999,-999,-999,-999,-999,46,-999,13.5,0,-999,43,-999,14.8,0,1,43,-999,-999,-999,-999,41,-999,-7.5,0,0,-999,-999,12.3,0,-999,-999,-999,-999,0,0,28,-999,-999,-999,0,27,-999,-999,-999,-999,41,-999,9.4,0,7,41,-999,13.4,0,8,46,-999,17.9,0,14,-999,-999,-999,-999,-999,29,-999,0.1,0,2,30,-999,11.7,0,7,36,-999,-7.9,0,1,43,-999,-1.5,0,2,-999,-999,0.9,-999,-999,-999,-999,-999,-999,-999,41,-999,-999,-999,-999,29,-999,0.3,-999,0,5,-999,1.5,0,4,18,-999,-3.2,0,1,47,-999,-7.4,0,3,45,-999,8.7,-999,0,36,-999,-999,-999,-999,27,-999,11,0,2,-999,-999,-999,-999,-999,44,-999,13.1,0.2,0,-999,-999,-999,-999,-999,31,-999,-4.7,0,6,38,-999,-4.5,0,1,-999,-999,-999,-999,-999,-999,-1,-8.7,-999,-999,-999,-999,-3.9,-999,-999,41,-999,-9.2,0,0,35,-999,6.1,-999,-999,26,-999,4.9,0,0,
